customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,index,mean,median,max,min,routine_flg,calc_date,membership_period
OA557824,XXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,2886,4.25,4.0,8,1,1,2019-04-30,47
IK098074,XX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,2132,4.083333333333333,3.5,7,1,1,2019-04-30,47
HD792156,XXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,1414,4.666666666666667,5.0,7,2,1,2019-04-30,47
OA478509,XXXX,C02,M,2015-05-01,,CA1,0,デイタイム,7500,通常,2851,4.666666666666667,5.0,7,2,1,2019-04-30,47
HI388582,XX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,1737,4.833333333333333,5.0,6,3,1,2019-04-30,47
TS210661,XXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,3772,4.833333333333333,4.5,8,3,1,2019-04-30,47
TS837282,XXXXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,4090,5.583333333333333,5.5,8,3,1,2019-04-30,47
OA758157,XXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,2985,4.0,4.0,6,2,1,2019-04-30,47
OA790739,XXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,3007,4.833333333333333,5.0,7,3,1,2019-04-30,47
AS734592,XX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,384,5.333333333333333,6.0,8,2,1,2019-04-30,47
GD022268,XXX,C02,M,2015-05-01,,CA1,0,デイタイム,7500,通常,533,4.166666666666667,5.0,7,1,1,2019-04-30,47
IK059803,XXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,2108,4.25,4.0,6,3,1,2019-04-30,47
TS487207,XX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,3916,4.0,4.0,6,2,1,2019-04-30,47
OA994859,XXXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,3120,5.5,5.0,9,3,1,2019-04-30,47
PL221419,XXXX,C02,M,2015-05-01,,CA1,0,デイタイム,7500,通常,3229,5.5,5.5,9,3,1,2019-04-30,47
HI570349,XXXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,1839,4.916666666666667,5.0,7,2,1,2019-04-30,47
TS945284,XXX,C03,M,2015-05-01,,CA1,0,ナイト,6000,通常,4152,4.583333333333333,4.5,7,3,1,2019-04-30,47
PL152568,XXXXX,C03,F,2015-05-01,,CA1,0,ナイト,6000,通常,3199,4.666666666666667,5.0,8,2,1,2019-04-30,47
GD967749,XXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,983,4.666666666666667,4.5,8,3,1,2019-04-30,47
HI635742,XXXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,1886,4.416666666666667,4.5,6,2,1,2019-04-30,47
AS970810,XXXXX,C03,F,2015-05-01,,CA1,0,ナイト,6000,通常,503,4.333333333333333,4.0,6,2,1,2019-04-30,47
GD163149,XXXXX,C03,M,2015-05-01,,CA1,0,ナイト,6000,通常,603,4.916666666666667,5.0,8,2,1,2019-04-30,47
HD124700,XXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,1058,4.5,4.0,8,2,1,2019-04-30,47
HD349501,XX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,1179,4.833333333333333,5.0,8,1,1,2019-04-30,47
GD126553,XXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,586,5.333333333333333,5.0,8,3,1,2019-04-30,47
AS926104,XXXX,C03,F,2015-05-01,,CA1,0,ナイト,6000,通常,479,4.416666666666667,4.5,6,3,1,2019-04-30,47
GD360440,XXXXXX,C03,M,2015-05-01,,CA1,0,ナイト,6000,通常,690,4.5,5.0,6,1,1,2019-04-30,47
IK701555,XXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,2428,4.75,5.0,6,1,1,2019-04-30,47
AS777651,XXXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,406,4.166666666666667,3.5,7,2,1,2019-04-30,47
PL241896,XXXX,C03,F,2015-05-01,,CA1,0,ナイト,6000,通常,3239,4.333333333333333,4.0,7,2,1,2019-04-30,47
PL920046,XXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,3608,4.333333333333333,4.0,8,2,1,2019-04-30,47
PL367795,XXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,3315,3.4166666666666665,4.0,7,1,1,2019-04-30,46
HI324110,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1703,3.4166666666666665,3.0,7,1,1,2019-04-30,46
OA630902,XXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,2922,4.666666666666667,5.0,8,3,1,2019-04-30,46
GD292781,XXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,660,4.666666666666667,5.0,7,2,1,2019-04-30,46
PL912172,XXXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,3605,4.5,4.5,7,2,1,2019-04-30,46
HI582217,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1847,4.666666666666667,4.5,7,3,1,2019-04-30,46
TS038130,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,3688,4.75,5.0,7,2,1,2019-04-30,46
TS200932,XXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,3764,4.916666666666667,5.0,7,2,1,2019-04-30,46
GD728611,XXXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,858,3.8333333333333335,3.5,6,1,1,2019-04-30,46
HI525851,XXXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,1815,4.833333333333333,4.5,8,2,1,2019-04-30,46
PL540895,XXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,3399,4.666666666666667,4.5,7,2,1,2019-04-30,46
PL410964,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,3342,4.25,4.0,7,1,1,2019-04-30,46
HI728364,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1929,4.25,4.0,7,2,1,2019-04-30,46
HI373547,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,1728,4.0,3.0,8,2,1,2019-04-30,46
GD489678,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,754,4.75,4.5,9,2,1,2019-04-30,46
OA504016,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,2862,3.8333333333333335,4.0,6,2,1,2019-04-30,46
IK124414,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,2141,5.083333333333333,5.0,8,4,1,2019-04-30,46
IK351897,XXXXX,C02,M,2015-06-01,,CA1,0,デイタイム,7500,通常,2242,4.333333333333333,4.0,8,2,1,2019-04-30,46
TS273269,XXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,3802,3.1666666666666665,3.5,5,1,1,2019-04-30,46
IK055692,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,2103,5.666666666666667,5.5,7,5,1,2019-04-30,46
TS035920,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,3684,4.75,5.0,7,2,1,2019-04-30,46
GD555235,XXXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,771,4.333333333333333,4.5,7,1,1,2019-04-30,46
AS099984,XXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,47,4.5,4.5,7,2,1,2019-04-30,46
TS471939,XXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,3910,4.916666666666667,5.0,7,3,1,2019-04-30,46
OA931227,XXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,3087,4.5,5.0,6,3,1,2019-04-30,46
HD455858,XXXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,1227,4.916666666666667,5.0,7,3,1,2019-04-30,46
PL487301,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,3371,4.583333333333333,5.0,6,1,1,2019-04-30,46
GD813654,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,907,4.5,5.0,8,1,1,2019-04-30,46
HD378274,XXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,1193,4.333333333333333,4.5,6,2,1,2019-04-30,46
OA236156,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,2705,4.083333333333333,3.5,8,2,1,2019-04-30,46
PL889178,XXXXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,3589,3.75,4.0,5,1,1,2019-04-30,46
OA776086,XXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,2994,3.5,3.5,5,2,1,2019-04-30,46
AS677821,XXXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,352,3.9166666666666665,4.0,6,2,1,2019-04-30,46
OA818666,XXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,3029,5.083333333333333,4.0,9,3,1,2019-04-30,46
PL342449,XX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,3300,4.166666666666667,4.0,7,1,1,2019-04-30,46
PL825454,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,3545,4.416666666666667,4.0,7,3,1,2019-04-30,46
TS437647,XXXXXX,C02,M,2015-06-01,,CA1,0,デイタイム,7500,通常,3891,4.666666666666667,5.0,8,1,1,2019-04-30,46
HI146430,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1601,4.583333333333333,5.0,8,1,1,2019-04-30,46
GD437531,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,726,4.416666666666667,4.5,7,1,1,2019-04-30,46
OA103624,XXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,2635,5.166666666666667,5.0,8,3,1,2019-04-30,46
OA933190,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,3088,4.583333333333333,4.5,7,3,1,2019-04-30,46
IK624416,XXXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,2384,4.083333333333333,4.0,7,3,1,2019-04-30,46
GD212992,XXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,628,5.25,5.0,9,3,1,2019-04-30,46
IK999272,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,2577,3.9166666666666665,4.0,5,2,1,2019-04-30,46
GD163914,XXXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,604,3.8333333333333335,4.0,5,1,1,2019-04-30,46
PL400479,XXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,3334,4.166666666666667,4.0,6,2,1,2019-04-30,46
PL942936,XXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,3624,4.583333333333333,5.0,6,3,1,2019-04-30,46
IK006139,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,2072,5.333333333333333,5.0,8,3,1,2019-04-30,46
IK902787,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,2527,4.083333333333333,4.5,6,2,1,2019-04-30,46
PL815569,XXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,3538,4.25,4.5,6,2,1,2019-04-30,46
HI216184,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,1651,4.0,4.0,7,2,1,2019-04-30,46
HI965956,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,2048,4.666666666666667,5.0,6,3,1,2019-04-30,46
OA225076,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,2699,4.333333333333333,4.5,7,1,1,2019-04-30,46
TS106731,XXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,3721,4.416666666666667,5.0,7,2,1,2019-04-30,46
HI228454,XXXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,1656,4.583333333333333,4.0,8,2,1,2019-04-30,46
HI900494,XX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,2013,5.75,6.0,8,3,1,2019-04-30,46
PL456313,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,3358,3.75,3.5,8,1,1,2019-04-30,46
PL779242,XXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,3522,4.5,4.0,6,3,1,2019-04-30,46
TS959961,XXXXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,4164,5.0,5.0,7,3,1,2019-04-30,46
AS099118,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,46,4.5,5.0,6,1,1,2019-04-30,46
IK331136,XXXXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,2234,4.416666666666667,4.0,6,2,1,2019-04-30,46
AS834706,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,430,4.75,5.0,7,3,1,2019-04-30,46
TS179365,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,3755,3.9166666666666665,4.0,6,2,1,2019-04-30,46
AS614421,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,316,5.083333333333333,5.5,7,3,1,2019-04-30,46
OA747936,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,2978,5.25,5.0,8,3,1,2019-04-30,46
PL494564,XXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,3374,4.416666666666667,4.0,7,3,1,2019-04-30,46
AS299544,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,149,4.083333333333333,4.0,6,2,1,2019-04-30,46
OA261861,XXXX,C02,M,2015-06-01,,CA1,0,デイタイム,7500,通常,2722,5.416666666666667,5.5,8,1,1,2019-04-30,46
HD120698,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,1055,4.833333333333333,5.0,7,3,1,2019-04-30,46
HI328204,XX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1706,5.083333333333333,5.5,8,2,1,2019-04-30,45
IK695797,XXXX,C02,M,2015-07-01,,CA1,0,デイタイム,7500,通常,2422,3.8333333333333335,4.5,6,1,1,2019-04-30,45
HI778223,XX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1953,4.25,4.5,7,2,1,2019-04-30,45
GD235669,XXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,637,4.666666666666667,4.5,7,2,1,2019-04-30,45
AS637476,XX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,331,4.25,4.5,5,3,1,2019-04-30,45
AS171994,XXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,80,4.583333333333333,5.0,6,3,1,2019-04-30,45
PL245159,XXXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,3241,4.416666666666667,5.0,7,2,1,2019-04-30,45
GD470986,XXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,740,4.083333333333333,4.5,6,1,1,2019-04-30,45
HD287652,XX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1137,4.333333333333333,4.0,6,3,1,2019-04-30,45
AS933597,XXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,486,3.9166666666666665,3.5,8,1,1,2019-04-30,45
PL787344,XXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,3527,3.3333333333333335,3.0,6,1,1,2019-04-30,45
IK313475,XXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,2223,5.583333333333333,5.5,7,3,1,2019-04-30,45
OA986961,XXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,3119,4.666666666666667,4.0,8,3,1,2019-04-30,45
OA266742,XXXXX,C02,M,2015-07-01,,CA1,0,デイタイム,7500,通常,2724,5.583333333333333,5.5,8,3,1,2019-04-30,45
IK461411,XXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,2293,4.833333333333333,5.0,7,2,1,2019-04-30,45
TS244750,XXXXXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,3790,4.75,4.0,7,3,1,2019-04-30,45
OA753193,XXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,2982,4.666666666666667,5.0,8,2,1,2019-04-30,45
GD084870,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,561,4.166666666666667,4.5,6,2,1,2019-04-30,45
HD453390,XXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1225,4.0,4.0,7,2,1,2019-04-30,45
GD138948,XXXXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,589,4.916666666666667,5.0,8,1,1,2019-04-30,45
TS673226,XXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4012,4.75,4.0,8,3,1,2019-04-30,45
IK357051,XXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,2246,4.25,4.0,8,2,1,2019-04-30,45
HI859298,XXXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1992,3.8333333333333335,4.0,5,1,1,2019-04-30,45
AS065870,XXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,29,4.666666666666667,4.0,8,3,1,2019-04-30,45
GD700613,XXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,844,4.0,4.0,7,2,1,2019-04-30,45
TS554037,XXXXXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,3947,4.833333333333333,5.0,7,2,1,2019-04-30,45
PL827485,XXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,3547,4.416666666666667,4.0,8,1,1,2019-04-30,45
AS828426,XXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,428,4.166666666666667,4.0,6,1,1,2019-04-30,45
GD009242,XXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,527,4.75,5.0,7,2,1,2019-04-30,45
HI092194,XXXXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,1572,4.833333333333333,4.5,9,3,1,2019-04-30,45
PL812388,XXXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,3536,4.416666666666667,5.0,7,2,1,2019-04-30,45
OA025439,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,2593,4.583333333333333,4.0,8,2,1,2019-04-30,45
TS023216,XXXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,3675,4.25,4.0,8,1,1,2019-04-30,45
TS440617,XXXXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,3893,4.666666666666667,5.0,7,2,1,2019-04-30,45
HI525283,XXXXXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,1814,4.833333333333333,5.0,6,4,1,2019-04-30,45
GD812702,XXXXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,905,4.416666666666667,5.0,7,1,1,2019-04-30,45
IK560941,XXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,2334,4.666666666666667,5.0,6,3,1,2019-04-30,45
GD914874,XXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,964,4.666666666666667,4.0,8,3,1,2019-04-30,45
AS726714,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,380,4.333333333333333,4.5,6,2,1,2019-04-30,45
HI639424,XXXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1892,4.833333333333333,5.5,8,1,1,2019-04-30,45
OA310354,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,2751,4.5,5.0,7,3,1,2019-04-30,45
HI720107,XXXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1926,4.583333333333333,5.0,7,1,1,2019-04-30,45
HD296157,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,1148,4.25,4.0,7,2,1,2019-04-30,45
AS015315,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,5,4.833333333333333,5.0,7,3,1,2019-04-30,45
HD625027,XXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,1315,4.75,5.0,8,3,1,2019-04-30,45
HI323901,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,1702,4.833333333333333,5.0,7,3,1,2019-04-30,45
TS614929,XXXXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,3978,4.416666666666667,4.5,6,3,1,2019-04-30,45
AS868124,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,448,4.916666666666667,5.5,7,2,1,2019-04-30,45
HI499195,XXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,1799,3.6666666666666665,3.0,7,2,1,2019-04-30,45
PL445190,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,3357,3.8333333333333335,4.0,5,2,1,2019-04-30,45
PL117922,XXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,3183,3.9166666666666665,3.0,7,1,1,2019-04-30,45
GD837157,XXXXXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,914,5.416666666666667,6.0,7,2,1,2019-04-30,45
OA375487,XXXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,2781,4.083333333333333,4.5,6,1,1,2019-04-30,45
PL863573,XXXXXX,C01,F,2015-08-01,,CA1,0,オールタイム,10500,通常,3572,5.166666666666667,5.0,8,3,1,2019-04-30,44
IK155697,XXXX,C01,F,2015-08-01,,CA1,0,オールタイム,10500,通常,2156,4.25,5.0,6,1,1,2019-04-30,44
AS132988,XXXX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,63,5.333333333333333,5.5,7,2,1,2019-04-30,44
HI708658,XXX,C01,F,2015-08-01,,CA1,0,オールタイム,10500,通常,1920,4.166666666666667,4.0,7,1,1,2019-04-30,44
TS223691,XXXX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,3781,4.083333333333333,4.0,6,2,1,2019-04-30,44
OA823412,XXX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,3032,5.5,6.0,8,3,1,2019-04-30,44
OA545809,XXXXXX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,2880,4.333333333333333,4.0,6,3,1,2019-04-30,44
AS386696,XX,C02,F,2015-08-01,,CA1,0,デイタイム,7500,通常,196,4.0,4.0,6,2,1,2019-04-30,44
IK219142,XXXX,C03,M,2015-08-01,,CA1,0,ナイト,6000,通常,2181,4.75,4.5,7,2,1,2019-04-30,44
HI428108,XXXXX,C02,F,2015-08-01,,CA1,0,デイタイム,7500,通常,1757,5.0,5.0,8,3,1,2019-04-30,44
TS803730,XXXXX,C03,M,2015-08-01,,CA1,0,ナイト,6000,通常,4072,4.75,5.0,6,3,1,2019-04-30,44
GD266112,XXX,C03,M,2015-08-01,,CA1,0,ナイト,6000,通常,651,3.75,4.0,6,2,1,2019-04-30,44
GD687485,XXXXX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,835,4.916666666666667,5.0,7,2,1,2019-04-30,44
TS861244,XXXXX,C02,F,2015-08-01,,CA1,0,デイタイム,7500,通常,4106,4.5,4.0,7,3,1,2019-04-30,44
